know,0.0020224151007,0.00440588171694,0.00187326926209,0.00583065195327,0.00636389420691,0.00475323624595,0.00350743158772,0.0032214032214,0.00258251448728,0.00405899066432,0.000763025942882,0.00300938219154,0.00102517370999
bad,0.000758405662762,0.00443291166613,0.000570125427594,0.001382080463,0.00439622775296,0.00121359223301,0.000763994999305,0.001092001092,0.00245653817082,0.000892977946151,0.000654022236756,0.00100312739718,0.000455632759995
habit,0.000168534591725,2.70299491837e-05,8.14464896563e-05,6.4785021703e-05,1.77267248103e-05,0.000101132686084,6.9454090846e-05,5.46000546001e-05,0.000125976316453,2.70599377621e-05,0.000109003706126,5.90074939517e-05,0.000227816379998
earlier,0.00033706918345,0.000243269542653,0.000162892979313,0.000302330101281,0.000265900872155,0.000353964401294,6.9454090846e-05,0.0001638001638,0.000251952632905,0.000189419564335,0.000109003706126,0.000413052457662,0.000113908189999
start,0.00101120755035,0.00140555735755,0.00171037628278,0.00200833567279,0.00225129405091,0.00146642394822,0.00114599249896,0.0012558012558,0.00107079868985,0.0017859558923,0.000436014824504,0.00200625479436,0.000113908189999
part,0.000252801887587,0.000405449237755,8.14464896563e-05,0.000539875180858,0.000602708643551,0.000556229773463,0.000277816363384,0.0003822003822,6.29881582263e-05,0.000514138817481,0.000218007412252,0.000472059951614,0.000227816379998
n,0.000421336479312,0.000946048221429,0.000325785958625,0.00110134536895,0.000939516414947,0.000556229773463,0.000729267953882,0.0003822003822,0.00100781053162,0.000811798132864,0.000218007412252,0.000472059951614,0.000113908189999
bed,0.00101120755035,0.00181100659531,0.000733018406907,0.00233226078131,0.0015422250585,0.000859627831715,0.0016668981803,0.0016926016926,0.000692869740489,0.00194831551887,0.000763025942882,0.00283235970968,0.000341724569997
headach,0.0006741383669,0.000919018272246,0.000162892979313,0.000323925108515,0.0012054172871,0.000404530744337,0.000208362272538,0.0001638001638,0.000566893424036,0.000108239751049,0.000218007412252,0.00035404496371,0.000227816379998
call,0.0006741383669,0.00172991674776,0.00114025085519,0.00190036063662,0.00198539317876,0.00136529126214,0.00107653840811,0.000982800982801,0.000755857898715,0.00127181707482,0.000218007412252,0.000649082433469,0.000341724569997
funer,8.42672958625e-05,0.00021623959347,8.14464896563e-05,6.4785021703e-05,8.86336240516e-05,5.05663430421e-05,6.9454090846e-05,5.46000546001e-05,0.000125976316453,2.70599377621e-05,0.000109003706126,0.000118014987903,0.000113908189999
ceremoni,8.42672958625e-05,0.000108119796735,8.14464896563e-05,4.31900144687e-05,5.3180174431e-05,5.05663430421e-05,3.4727045423e-05,5.46000546001e-05,6.29881582263e-05,5.41198755243e-05,0.000109003706126,5.90074939517e-05,0.000113908189999
gloomi,8.42672958625e-05,0.00021623959347,8.14464896563e-05,8.63800289373e-05,0.000159540523293,5.05663430421e-05,3.4727045423e-05,0.0001092001092,0.000188964474679,0.000108239751049,0.000109003706126,5.90074939517e-05,0.000113908189999
want,0.00219094969242,0.00602767866796,0.00464244991041,0.00548513183752,0.00576118556336,0.00268001618123,0.0037852479511,0.003822003822,0.00453514739229,0.00303071302936,0.000654022236756,0.00212426978226,0.000683449139993
hang,8.42672958625e-05,0.000432479186939,0.000733018406907,0.00064785021703,0.000443168120258,0.000202265372168,0.000555632726768,0.0003822003822,0.000314940791131,0.00075767825734,0.000218007412252,0.000118014987903,0.000113908189999
friend,0.000589871071037,0.00297329441021,0.000895911386219,0.00244023581748,0.00226902077572,0.00141585760518,0.00298652590638,0.0015834015834,0.0014487276392,0.00243539439859,0.000327011118378,0.00147518734879,0.000341724569997
soon,0.000505603775175,0.00102713806898,0.000895911386219,0.00202993068003,0.00194993972914,0.000910194174757,0.00114599249896,0.000764400764401,0.000566893424036,0.00108239751049,0.000218007412252,0.00123915737299,0.000455632759995
